file_name,original_file_name,cwe_id,cwe_present,acceptable_cwe_ids,cwe_description
J11559,CWE129_Improper_Validation_of_Array_Index__getQueryString_Servlet_array_read_check_max_10_good,CWE-129,False,CWE-129 CWE-1285,Improper Validation of Array Index
J11608,CWE129_Improper_Validation_of_Array_Index__getQueryString_Servlet_array_read_check_min_13_bad,CWE-129,True,CWE-129 CWE-1285,Improper Validation of Array Index
J11609,CWE129_Improper_Validation_of_Array_Index__getQueryString_Servlet_array_read_check_min_13_good,CWE-129,False,CWE-129 CWE-1285,Improper Validation of Array Index
J12224,CWE129_Improper_Validation_of_Array_Index__negative_fixed_array_read_no_check_13_bad,CWE-129,True,CWE-129 CWE-1285,Improper Validation of Array Index
J12225,CWE129_Improper_Validation_of_Array_Index__negative_fixed_array_read_no_check_13_good,CWE-129,False,CWE-129 CWE-1285,Improper Validation of Array Index
J12290,CWE129_Improper_Validation_of_Array_Index__PropertiesFile_array_read_check_max_02_bad,CWE-129,True,CWE-129 CWE-1285,Improper Validation of Array Index
J12291,CWE129_Improper_Validation_of_Array_Index__PropertiesFile_array_read_check_max_02_good,CWE-129,False,CWE-129 CWE-1285,Improper Validation of Array Index
J12326,CWE129_Improper_Validation_of_Array_Index__PropertiesFile_array_read_check_max_41_bad,CWE-129,True,CWE-129 CWE-1285,Improper Validation of Array Index
J12327,CWE129_Improper_Validation_of_Array_Index__PropertiesFile_array_read_check_max_41_good,CWE-129,False,CWE-129 CWE-1285,Improper Validation of Array Index
J12498,CWE129_Improper_Validation_of_Array_Index__PropertiesFile_array_write_no_check_21_bad,CWE-129,True,CWE-129 CWE-1285,Improper Validation of Array Index
J12499,CWE129_Improper_Validation_of_Array_Index__PropertiesFile_array_write_no_check_21_good,CWE-129,False,CWE-129 CWE-1285,Improper Validation of Array Index
J12752,CWE129_Improper_Validation_of_Array_Index__random_array_read_check_max_13_bad,CWE-129,True,CWE-129 CWE-1285,Improper Validation of Array Index
J12753,CWE129_Improper_Validation_of_Array_Index__random_array_read_check_max_13_good,CWE-129,False,CWE-129 CWE-1285,Improper Validation of Array Index
J12930,CWE129_Improper_Validation_of_Array_Index__random_array_write_no_check_14_bad,CWE-129,True,CWE-129 CWE-1285,Improper Validation of Array Index
J12931,CWE129_Improper_Validation_of_Array_Index__random_array_write_no_check_14_good,CWE-129,False,CWE-129 CWE-1285,Improper Validation of Array Index
J13100,CWE129_Improper_Validation_of_Array_Index__URLConnection_array_size_11_bad,CWE-129,True,CWE-129 CWE-1285,Improper Validation of Array Index
J13101,CWE129_Improper_Validation_of_Array_Index__URLConnection_array_size_11_good,CWE-129,False,CWE-129 CWE-1285,Improper Validation of Array Index
J14350,CWE190_Integer_Overflow__int_getCookies_Servlet_square_41_bad,CWE-190,True,CWE-190 CWE-680,Integer Overflow
J14351,CWE190_Integer_Overflow__int_getCookies_Servlet_square_41_good,CWE-190,False,CWE-190 CWE-680,Integer Overflow
J14374,CWE190_Integer_Overflow__int_getParameter_Servlet_add_10_bad,CWE-190,True,CWE-190 CWE-680,Integer Overflow
J14375,CWE190_Integer_Overflow__int_getParameter_Servlet_add_10_good,CWE-190,False,CWE-190 CWE-680,Integer Overflow
J14728,CWE190_Integer_Overflow__int_listen_tcp_square_11_bad,CWE-190,True,CWE-190 CWE-680,Integer Overflow
J14729,CWE190_Integer_Overflow__int_listen_tcp_square_11_good,CWE-190,False,CWE-190 CWE-680,Integer Overflow
J14944,CWE190_Integer_Overflow__int_PropertiesFile_multiply_09_bad,CWE-190,True,CWE-190 CWE-680,Integer Overflow
J14945,CWE190_Integer_Overflow__int_PropertiesFile_multiply_09_good,CWE-190,False,CWE-190 CWE-680,Integer Overflow
J15370,CWE190_Integer_Overflow__int_URLConnection_square_02_bad,CWE-190,True,CWE-190 CWE-680,Integer Overflow
J15371,CWE190_Integer_Overflow__int_URLConnection_square_02_good,CWE-190,False,CWE-190 CWE-680,Integer Overflow
J15376,CWE190_Integer_Overflow__int_URLConnection_square_05_bad,CWE-190,True,CWE-190 CWE-680,Integer Overflow
J15377,CWE190_Integer_Overflow__int_URLConnection_square_05_good,CWE-190,False,CWE-190 CWE-680,Integer Overflow
J15728,CWE190_Integer_Overflow__long_rand_multiply_05_bad,CWE-190,True,CWE-190 CWE-680,Integer Overflow
J15729,CWE190_Integer_Overflow__long_rand_multiply_05_good,CWE-190,False,CWE-190 CWE-680,Integer Overflow
J15890,CWE190_Integer_Overflow__short_console_readLine_multiply_41_bad,CWE-190,True,CWE-190 CWE-680,Integer Overflow
J15891,CWE190_Integer_Overflow__short_console_readLine_multiply_41_good,CWE-190,False,CWE-190 CWE-680,Integer Overflow
J15936,CWE190_Integer_Overflow__short_console_readLine_square_42_bad,CWE-190,True,CWE-190 CWE-680,Integer Overflow
J15937,CWE190_Integer_Overflow__short_console_readLine_square_42_good,CWE-190,False,CWE-190 CWE-680,Integer Overflow
J16260,CWE190_Integer_Overflow__byte_max_postinc_07_bad,CWE-190,True,CWE-190 CWE-680,Integer Overflow
J16261,CWE190_Integer_Overflow__byte_max_postinc_07_good,CWE-190,False,CWE-190 CWE-680,Integer Overflow
J16322,CWE190_Integer_Overflow__byte_rand_postinc_16_bad,CWE-190,True,CWE-190 CWE-680,Integer Overflow
J16323,CWE190_Integer_Overflow__byte_rand_postinc_16_good,CWE-190,False,CWE-190 CWE-680,Integer Overflow
J16950,CWE190_Integer_Overflow__int_URLConnection_postinc_45_bad,CWE-190,True,CWE-190 CWE-680,Integer Overflow
J16951,CWE190_Integer_Overflow__int_URLConnection_postinc_45_good,CWE-190,False,CWE-190 CWE-680,Integer Overflow
J17186,CWE190_Integer_Overflow__short_rand_postinc_08_bad,CWE-190,True,CWE-190 CWE-680,Integer Overflow
J17187,CWE190_Integer_Overflow__short_rand_postinc_08_good,CWE-190,False,CWE-190 CWE-680,Integer Overflow
J17318,CWE190_Integer_Overflow__byte_rand_preinc_08_bad,CWE-190,True,CWE-190 CWE-680,Integer Overflow
J17319,CWE190_Integer_Overflow__byte_rand_preinc_08_good,CWE-190,False,CWE-190 CWE-680,Integer Overflow
J17866,CWE190_Integer_Overflow__int_Property_preinc_21_bad,CWE-190,True,CWE-190 CWE-680,Integer Overflow
J17867,CWE190_Integer_Overflow__int_Property_preinc_21_good,CWE-190,False,CWE-190 CWE-680,Integer Overflow
J18108,CWE190_Integer_Overflow__short_console_readLine_preinc_07_bad,CWE-190,True,CWE-190 CWE-680,Integer Overflow
J18109,CWE190_Integer_Overflow__short_console_readLine_preinc_07_good,CWE-190,False,CWE-190 CWE-680,Integer Overflow
J18138,CWE190_Integer_Overflow__short_console_readLine_preinc_45_bad,CWE-190,True,CWE-190 CWE-680,Integer Overflow
J18139,CWE190_Integer_Overflow__short_console_readLine_preinc_45_good,CWE-190,False,CWE-190 CWE-680,Integer Overflow
J18234,CWE23_Relative_Path_Traversal__connect_tcp_04_bad,CWE-23,True,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
J18235,CWE23_Relative_Path_Traversal__connect_tcp_04_good,CWE-23,False,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
J18264,CWE23_Relative_Path_Traversal__connect_tcp_31_bad,CWE-23,True,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
J18265,CWE23_Relative_Path_Traversal__connect_tcp_31_good,CWE-23,False,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
J18272,CWE23_Relative_Path_Traversal__console_readLine_01_bad,CWE-23,True,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
J18273,CWE23_Relative_Path_Traversal__console_readLine_01_good,CWE-23,False,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
J18368,CWE23_Relative_Path_Traversal__Environment_05_bad,CWE-23,True,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
J18369,CWE23_Relative_Path_Traversal__Environment_05_good,CWE-23,False,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
J18452,CWE23_Relative_Path_Traversal__getCookies_Servlet_03_bad,CWE-23,True,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
J18453,CWE23_Relative_Path_Traversal__getCookies_Servlet_03_good,CWE-23,False,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
J18458,CWE23_Relative_Path_Traversal__getCookies_Servlet_06_bad,CWE-23,True,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
J18459,CWE23_Relative_Path_Traversal__getCookies_Servlet_06_good,CWE-23,False,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
J18532,CWE23_Relative_Path_Traversal__getParameter_Servlet_42_bad,CWE-23,True,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
J18533,CWE23_Relative_Path_Traversal__getParameter_Servlet_42_good,CWE-23,False,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
J18584,CWE23_Relative_Path_Traversal__listen_tcp_03_bad,CWE-23,True,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
J18585,CWE23_Relative_Path_Traversal__listen_tcp_03_good,CWE-23,False,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
J18588,CWE23_Relative_Path_Traversal__listen_tcp_05_bad,CWE-23,True,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
J18589,CWE23_Relative_Path_Traversal__listen_tcp_05_good,CWE-23,False,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
J18596,CWE23_Relative_Path_Traversal__listen_tcp_09_bad,CWE-23,True,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
J18597,CWE23_Relative_Path_Traversal__listen_tcp_09_good,CWE-23,False,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
J18604,CWE23_Relative_Path_Traversal__listen_tcp_13_bad,CWE-23,True,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
J18605,CWE23_Relative_Path_Traversal__listen_tcp_13_good,CWE-23,False,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
J18630,CWE23_Relative_Path_Traversal__PropertiesFile_04_bad,CWE-23,True,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
J18631,CWE23_Relative_Path_Traversal__PropertiesFile_04_good,CWE-23,False,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
J18670,CWE23_Relative_Path_Traversal__Property_02_bad,CWE-23,True,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
J18671,CWE23_Relative_Path_Traversal__Property_02_good,CWE-23,False,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
J18686,CWE23_Relative_Path_Traversal__Property_10_bad,CWE-23,True,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
J18687,CWE23_Relative_Path_Traversal__Property_10_good,CWE-23,False,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
J18702,CWE23_Relative_Path_Traversal__Property_21_bad,CWE-23,True,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
J18703,CWE23_Relative_Path_Traversal__Property_21_good,CWE-23,False,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
J18736,CWE23_Relative_Path_Traversal__URLConnection_13_bad,CWE-23,True,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
J18737,CWE23_Relative_Path_Traversal__URLConnection_13_good,CWE-23,False,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
J18748,CWE23_Relative_Path_Traversal__URLConnection_31_bad,CWE-23,True,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
J18749,CWE23_Relative_Path_Traversal__URLConnection_31_good,CWE-23,False,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
J18756,CWE256_Plaintext_Storage_of_Password__basic_01_bad,CWE-256,True,CWE-256 CWE-522,Plaintext Storage of Password
J18757,CWE256_Plaintext_Storage_of_Password__basic_01_good,CWE-256,False,CWE-256 CWE-522,Plaintext Storage of Password
J18758,CWE256_Plaintext_Storage_of_Password__basic_02_bad,CWE-256,True,CWE-256 CWE-522,Plaintext Storage of Password
J18759,CWE256_Plaintext_Storage_of_Password__basic_02_good,CWE-256,False,CWE-256 CWE-522,Plaintext Storage of Password
J18760,CWE256_Plaintext_Storage_of_Password__basic_03_bad,CWE-256,True,CWE-256 CWE-522,Plaintext Storage of Password
J18761,CWE256_Plaintext_Storage_of_Password__basic_03_good,CWE-256,False,CWE-256 CWE-522,Plaintext Storage of Password
J18764,CWE256_Plaintext_Storage_of_Password__basic_05_bad,CWE-256,True,CWE-256 CWE-522,Plaintext Storage of Password
J18765,CWE256_Plaintext_Storage_of_Password__basic_05_good,CWE-256,False,CWE-256 CWE-522,Plaintext Storage of Password
J18766,CWE256_Plaintext_Storage_of_Password__basic_06_bad,CWE-256,True,CWE-256 CWE-522,Plaintext Storage of Password
J18767,CWE256_Plaintext_Storage_of_Password__basic_06_good,CWE-256,False,CWE-256 CWE-522,Plaintext Storage of Password
J18770,CWE256_Plaintext_Storage_of_Password__basic_08_bad,CWE-256,True,CWE-256 CWE-522,Plaintext Storage of Password
J18771,CWE256_Plaintext_Storage_of_Password__basic_08_good,CWE-256,False,CWE-256 CWE-522,Plaintext Storage of Password
J18772,CWE256_Plaintext_Storage_of_Password__basic_09_bad,CWE-256,True,CWE-256 CWE-522,Plaintext Storage of Password
J18773,CWE256_Plaintext_Storage_of_Password__basic_09_good,CWE-256,False,CWE-256 CWE-522,Plaintext Storage of Password
J18774,CWE256_Plaintext_Storage_of_Password__basic_10_bad,CWE-256,True,CWE-256 CWE-522,Plaintext Storage of Password
J18775,CWE256_Plaintext_Storage_of_Password__basic_10_good,CWE-256,False,CWE-256 CWE-522,Plaintext Storage of Password
J18780,CWE256_Plaintext_Storage_of_Password__basic_13_bad,CWE-256,True,CWE-256 CWE-522,Plaintext Storage of Password
J18781,CWE256_Plaintext_Storage_of_Password__basic_13_good,CWE-256,False,CWE-256 CWE-522,Plaintext Storage of Password
J18782,CWE256_Plaintext_Storage_of_Password__basic_14_bad,CWE-256,True,CWE-256 CWE-522,Plaintext Storage of Password
J18783,CWE256_Plaintext_Storage_of_Password__basic_14_good,CWE-256,False,CWE-256 CWE-522,Plaintext Storage of Password
J18784,CWE256_Plaintext_Storage_of_Password__basic_15_bad,CWE-256,True,CWE-256 CWE-522,Plaintext Storage of Password
J18785,CWE256_Plaintext_Storage_of_Password__basic_15_good,CWE-256,False,CWE-256 CWE-522,Plaintext Storage of Password
J18788,CWE256_Plaintext_Storage_of_Password__basic_17_bad,CWE-256,True,CWE-256 CWE-522,Plaintext Storage of Password
J18789,CWE256_Plaintext_Storage_of_Password__basic_17_good,CWE-256,False,CWE-256 CWE-522,Plaintext Storage of Password
J18790,CWE256_Plaintext_Storage_of_Password__basic_21_bad,CWE-256,True,CWE-256 CWE-522,Plaintext Storage of Password
J18791,CWE256_Plaintext_Storage_of_Password__basic_21_good,CWE-256,False,CWE-256 CWE-522,Plaintext Storage of Password
J18792,CWE256_Plaintext_Storage_of_Password__basic_31_bad,CWE-256,True,CWE-256 CWE-522,Plaintext Storage of Password
J18793,CWE256_Plaintext_Storage_of_Password__basic_31_good,CWE-256,False,CWE-256 CWE-522,Plaintext Storage of Password
J18794,CWE256_Plaintext_Storage_of_Password__basic_41_bad,CWE-256,True,CWE-256 CWE-522,Plaintext Storage of Password
J18795,CWE256_Plaintext_Storage_of_Password__basic_41_good,CWE-256,False,CWE-256 CWE-522,Plaintext Storage of Password
J18796,CWE256_Plaintext_Storage_of_Password__basic_42_bad,CWE-256,True,CWE-256 CWE-522,Plaintext Storage of Password
J18797,CWE256_Plaintext_Storage_of_Password__basic_42_good,CWE-256,False,CWE-256 CWE-522,Plaintext Storage of Password
J18798,CWE256_Plaintext_Storage_of_Password__basic_45_bad,CWE-256,True,CWE-256 CWE-522,Plaintext Storage of Password
J18799,CWE256_Plaintext_Storage_of_Password__basic_45_good,CWE-256,False,CWE-256 CWE-522,Plaintext Storage of Password
J18800,CWE259_Hard_Coded_Password__driverManager_01_bad,CWE-259,True,CWE-259 CWE-798,Hard Coded Password
J18801,CWE259_Hard_Coded_Password__driverManager_01_good,CWE-259,False,CWE-259 CWE-798,Hard Coded Password
J18802,CWE259_Hard_Coded_Password__driverManager_02_bad,CWE-259,True,CWE-259 CWE-798,Hard Coded Password
J18803,CWE259_Hard_Coded_Password__driverManager_02_good,CWE-259,False,CWE-259 CWE-798,Hard Coded Password
J18806,CWE259_Hard_Coded_Password__driverManager_04_bad,CWE-259,True,CWE-259 CWE-798,Hard Coded Password
J18807,CWE259_Hard_Coded_Password__driverManager_04_good,CWE-259,False,CWE-259 CWE-798,Hard Coded Password
J18826,CWE259_Hard_Coded_Password__driverManager_14_bad,CWE-259,True,CWE-259 CWE-798,Hard Coded Password
J18827,CWE259_Hard_Coded_Password__driverManager_14_good,CWE-259,False,CWE-259 CWE-798,Hard Coded Password
J18832,CWE259_Hard_Coded_Password__driverManager_17_bad,CWE-259,True,CWE-259 CWE-798,Hard Coded Password
J18833,CWE259_Hard_Coded_Password__driverManager_17_good,CWE-259,False,CWE-259 CWE-798,Hard Coded Password
J18842,CWE259_Hard_Coded_Password__driverManager_45_bad,CWE-259,True,CWE-259 CWE-798,Hard Coded Password
J18843,CWE259_Hard_Coded_Password__driverManager_45_good,CWE-259,False,CWE-259 CWE-798,Hard Coded Password
J18848,CWE259_Hard_Coded_Password__kerberosKey_03_bad,CWE-259,True,CWE-259 CWE-798,Hard Coded Password
J18849,CWE259_Hard_Coded_Password__kerberosKey_03_good,CWE-259,False,CWE-259 CWE-798,Hard Coded Password
J18860,CWE259_Hard_Coded_Password__kerberosKey_09_bad,CWE-259,True,CWE-259 CWE-798,Hard Coded Password
J18861,CWE259_Hard_Coded_Password__kerberosKey_09_good,CWE-259,False,CWE-259 CWE-798,Hard Coded Password
J18868,CWE259_Hard_Coded_Password__kerberosKey_13_bad,CWE-259,True,CWE-259 CWE-798,Hard Coded Password
J18869,CWE259_Hard_Coded_Password__kerberosKey_13_good,CWE-259,False,CWE-259 CWE-798,Hard Coded Password
J18872,CWE259_Hard_Coded_Password__kerberosKey_15_bad,CWE-259,True,CWE-259 CWE-798,Hard Coded Password
J18873,CWE259_Hard_Coded_Password__kerberosKey_15_good,CWE-259,False,CWE-259 CWE-798,Hard Coded Password
J18892,CWE259_Hard_Coded_Password__passwordAuth_03_bad,CWE-259,True,CWE-259 CWE-798,Hard Coded Password
J18893,CWE259_Hard_Coded_Password__passwordAuth_03_good,CWE-259,False,CWE-259 CWE-798,Hard Coded Password
J18904,CWE259_Hard_Coded_Password__passwordAuth_09_bad,CWE-259,True,CWE-259 CWE-798,Hard Coded Password
J18905,CWE259_Hard_Coded_Password__passwordAuth_09_good,CWE-259,False,CWE-259 CWE-798,Hard Coded Password
J18914,CWE259_Hard_Coded_Password__passwordAuth_14_bad,CWE-259,True,CWE-259 CWE-798,Hard Coded Password
J18915,CWE259_Hard_Coded_Password__passwordAuth_14_good,CWE-259,False,CWE-259 CWE-798,Hard Coded Password
J18920,CWE259_Hard_Coded_Password__passwordAuth_17_bad,CWE-259,True,CWE-259 CWE-798,Hard Coded Password
J18921,CWE259_Hard_Coded_Password__passwordAuth_17_good,CWE-259,False,CWE-259 CWE-798,Hard Coded Password
J18924,CWE259_Hard_Coded_Password__passwordAuth_31_bad,CWE-259,True,CWE-259 CWE-798,Hard Coded Password
J18925,CWE259_Hard_Coded_Password__passwordAuth_31_good,CWE-259,False,CWE-259 CWE-798,Hard Coded Password
J18928,CWE259_Hard_Coded_Password__passwordAuth_42_bad,CWE-259,True,CWE-259 CWE-798,Hard Coded Password
J18929,CWE259_Hard_Coded_Password__passwordAuth_42_good,CWE-259,False,CWE-259 CWE-798,Hard Coded Password
J18930,CWE259_Hard_Coded_Password__passwordAuth_45_bad,CWE-259,True,CWE-259 CWE-798,Hard Coded Password
J18931,CWE259_Hard_Coded_Password__passwordAuth_45_good,CWE-259,False,CWE-259 CWE-798,Hard Coded Password
J18932,CWE321_Hard_Coded_Cryptographic_Key__basic_01_bad,CWE-321,True,CWE-321 CWE-798,Hard Coded Cryptographic Key
J18933,CWE321_Hard_Coded_Cryptographic_Key__basic_01_good,CWE-321,False,CWE-321 CWE-798,Hard Coded Cryptographic Key
J18934,CWE321_Hard_Coded_Cryptographic_Key__basic_02_bad,CWE-321,True,CWE-321 CWE-798,Hard Coded Cryptographic Key
J18935,CWE321_Hard_Coded_Cryptographic_Key__basic_02_good,CWE-321,False,CWE-321 CWE-798,Hard Coded Cryptographic Key
J18936,CWE321_Hard_Coded_Cryptographic_Key__basic_03_bad,CWE-321,True,CWE-321 CWE-798,Hard Coded Cryptographic Key
J18937,CWE321_Hard_Coded_Cryptographic_Key__basic_03_good,CWE-321,False,CWE-321 CWE-798,Hard Coded Cryptographic Key
J18938,CWE321_Hard_Coded_Cryptographic_Key__basic_04_bad,CWE-321,True,CWE-321 CWE-798,Hard Coded Cryptographic Key
J18939,CWE321_Hard_Coded_Cryptographic_Key__basic_04_good,CWE-321,False,CWE-321 CWE-798,Hard Coded Cryptographic Key
J18940,CWE321_Hard_Coded_Cryptographic_Key__basic_05_bad,CWE-321,True,CWE-321 CWE-798,Hard Coded Cryptographic Key
